IdReteVis;NomeReteVis;idStazione;Nome;IstatProvincia;Provincia;IstatComune;Comune;Attributo;Localita;Fiume;Bacino;IdTipologia;Descrizione;IdSensore;Storico;UnitaMisura;Frequenza;Quota;UTM Nord;UTM Est;CGB_Nord;CGB_Est;lat decimale;Lon decimale;DataMinimaRT;DataMassimaRT;visibilitaweb;invioPC;UTM Nord Staz;UTM Est Staz;Quota Staz
4;AIPO;974;Casalmaggiore (AIPO) *;19;CR;19021;Casalmaggiore;SS343;S.S.343 KM23+400;Po;PO;1;Casalmaggiore (AIPO) * Livello Idrometrico;8522;0;cm;10;33;4980595;611822;4980615;1611851;44,96999739;10,41805003;01/01/1998;07/05/2019;N;0;4980595;611822;33
4;AIPO;974;Casalmaggiore (AIPO) *;19;CR;19021;Casalmaggiore;SS343;S.S.343 KM23+400;Po;PO;139;Casalmaggiore (AIPO) * Temperatura di Compensazione;11182;0;°C;10;33;4980595;611822;4980615;1611851;44,96999739;10,41805003;17/10/2011;07/05/2019;N;0;4980595;611822;33
4;AIPO;974;Casalmaggiore (AIPO) *;19;CR;19021;Casalmaggiore;SS343;S.S.343 KM23+400;Po;PO;138;Casalmaggiore (AIPO) * Batteria;11187;0;V;60;33;4980595;611822;4980615;1611851;44,96999739;10,41805003;04/11/2011;07/05/2019;N;0;4980595;611822;33
4;AIPO;979;Marcaria (AIPO) * ;20;MN;20031;Marcaria;-9999;SP.MARCARIA-S.MARTINO;Oglio;OGLIO SUBLACUALE;1;Marcaria (AIPO) *  Livello Idrometrico;8545;0;cm;10;38;4996590;620526;4996610;1620555;45,11250314;10,53222606;25/06/1998;07/05/2019;N;0;4996590;620526;38
4;AIPO;980;Mozzanica (AIPO) *;16;BG;16142;Mozzanica;SS11;SS.11 KM 190+500;Serio;SERIO;1;Mozzanica (AIPO) * Livello Idrometrico;8544;0;cm;10;124;5036367;555729;5036388;1555757;45,47861542;9,71305264;25/06/1998;07/05/2019;N;0;5036368;555729;124
4;AIPO;1020;Canonica d`Adda (AIPO) *;16;BG;16049;Canonica d'Adda;-9999;Vaprio d'Adda;Adda;ADDA SUBLACUALE;139;Canonica d`Adda (AIPO) * Temperatura di Compensazione;11184;0;°C;10;168;5047308;541783;5047328;1541811;45,57805753;9,53556131;17/10/2011;07/05/2019;N;0;5047307;541783;168
4;AIPO;1020;Canonica d`Adda (AIPO) *;16;BG;16049;Canonica d'Adda;-9999;Vaprio d'Adda;Adda;ADDA SUBLACUALE;1;Canonica d`Adda (AIPO) * Livello Idrometrico;8616;0;cm;10;168;5047308;541783;5047328;1541811;45,57805753;9,53556131;09/04/2003;07/05/2019;N;0;5047307;541783;168
4;AIPO;1020;Canonica d`Adda (AIPO) *;16;BG;16049;Canonica d'Adda;-9999;Vaprio d'Adda;Adda;ADDA SUBLACUALE;138;Canonica d`Adda (AIPO) * Batteria;11189;0;V;60;168;5047308;541783;5047328;1541811;45,57805753;9,53556131;04/11/2011;07/05/2019;N;0;5047307;541783;168
4;AIPO;1022;Ostiano (AIPO) *;19;CR;19064;Ostiano;-9999;PONTE SULL OGLIO;Oglio;OGLIO SUBLACUALE;1;Ostiano (AIPO) * Livello Idrometrico;8618;0;cm;10;37;5007955;597598;5007976;1597627;45,21832942;10,24305381;01/01/2002;07/05/2019;N;0;5007956;597598;37
4;AIPO;1022;Ostiano (AIPO) *;19;CR;19064;Ostiano;-9999;PONTE SULL OGLIO;Oglio;OGLIO SUBLACUALE;138;Ostiano (AIPO) * Batteria;11188;0;V;60;37;5007955;597598;5007976;1597627;45,21832942;10,24305381;06/11/2011;07/05/2019;N;0;5007956;597598;37
4;AIPO;1022;Ostiano (AIPO) *;19;CR;19064;Ostiano;-9999;PONTE SULL OGLIO;Oglio;OGLIO SUBLACUALE;139;Ostiano (AIPO) * Temperatura di Compensazione;11183;0;°C;10;37;5007955;597598;5007976;1597627;45,21832942;10,24305381;01/01/2002;07/05/2019;N;0;5007956;597598;37
4;AIPO;1024;Carobbio degli Angeli (AIPO) *;16;BG;16055;Carobbio degli Angeli;-9999;CAROBBIO DEGLI ANGELI;Cherio;OGLIO SUBLACUALE;1;Carobbio degli Angeli (AIPO) * Livello Idrometrico;8621;0;cm;10;240;5057095;564136;5057116;1564164;45,66444411;9,82333161;09/04/2003;07/05/2019;N;0;5057095;564136;240
4;AIPO;1024;Carobbio degli Angeli (AIPO) *;16;BG;16055;Carobbio degli Angeli;-9999;CAROBBIO DEGLI ANGELI;Cherio;OGLIO SUBLACUALE;2;Carobbio degli Angeli (AIPO) * Precipitazione;8617;1;mm;10;240;5057095;564136;5057116;1564164;45,66444411;9,82333161;09/04/2003;12/09/2012;N;0;5057095;564136;240
4;AIPO;1368;Cassano Magnago A1;12;VA;12040;Cassano Magnago;A1;A1;-9999;-9999;1;Cassano Magnago A1 Livello Idrometrico;14486;0;cm;10;261;5061561;487267;5061581;1487294;-9999;-9999;22/01/2013;07/05/2019;N;1;5061561;487267;261
4;AIPO;1368;Cassano Magnago A1;12;VA;12040;Cassano Magnago;A1;A1;-9999;-9999;139;Cassano Magnago A1 Temperatura di Compensazione;14487;0;°C;10;261;5061561;487267;5061581;1487294;-9999;-9999;22/01/2013;07/05/2019;N;0;5061561;487267;261
4;AIPO;1369;Cassano Magnago A5;12;VA;12040;Cassano Magnago;A5;A5;-9999;-9999;1;Cassano Magnago A5 Livello Idrometrico;14488;0;cm;10;261;5059555;486895;5059575;1486922;-9999;-9999;22/01/2013;07/05/2019;N;1;5059555;486895;261
4;AIPO;1369;Cassano Magnago A5;12;VA;12040;Cassano Magnago;A5;A5;-9999;-9999;139;Cassano Magnago A5 Temperatura di Compensazione;14489;0;°C;10;261;5059555;486895;5059575;1486922;-9999;-9999;22/01/2013;07/05/2019;N;0;5059555;486895;261
4;AIPO;1655;Peschiera (AIPO);23;VR;-9999;Peschiera del Garda;-9999;Cantiere Navigarda;-9999;-9999;1;Peschiera (AIPO) - Livello Idrometrico;32278;0;cm;30;67;5033285;632832;5033306;1632861;-9999;-9999;12/01/2017;07/05/2019;N;0;5033285;632832;67
4;AIPO;1660;Olona a S. Vittore (stazione AIPO);15;MI;15201;San Vittore Olona;-9999;Molino Montali;-9999;-9999;1;Olona a S. Vittore (stazione AIPO) - Livello Idrometrico;32317;0;cm;10;189;5047223;495201;-9999;-9999;45,57853478;8,93848992;14/03/2017;07/05/2019;N;0;5047223;495201;189
1;Canton Ticino;1387;Arosio (C.Ticino);;ND;99999999;ND;Arosio;ND;-9999;-9999;2;Precipitazione Arosio (C.Ticino);30049;0;mm;10;860;5099334;492281;5099355;1492309;46,04000000;8,90000000;01/05/2013;07/05/2019;N;0;5099334;492283;860
1;Canton Ticino;1388;Bedretto (C.Ticino);;ND;99999999;ND;Bedretto;ND;-9999;-9999;2;Precipitazione Bedretto (C.Ticino);30050;0;mm;10;1390;5099334;492283;5099355;1492309;46,04000000;8,90000000;03/07/2013;07/05/2019;N;0;5099334;492283;1390
1;Canton Ticino;1389;Biasca (C.Ticino);;ND;99999999;ND;Biasca;ND;-9999;-9999;2;Precipitazione Biasca (C.Ticino);30051;0;mm;10;1405;5136348;503759;5136370;1503787;46,38000000;9,04000000;01/01/2008;07/05/2019;N;0;5136349;503761;1405
1;Canton Ticino;1390;Bignasco (C.Ticino);;ND;99999999;ND;Bignasco ;ND;-9999;-9999;2;Precipitazione Bignasco (C.Ticino);30052;0;mm;10;450;5132229;469911;5132251;1469938;46,34000000;8,60000000;03/07/2013;07/05/2019;N;0;5132230;469912;450
1;Canton Ticino;1390;Bignasco (C.Ticino);;ND;99999999;ND;Bignasco ;ND;-9999;-9999;11;Umidita relativa Bignasco (C.Ticino);30028;0;%;10;450;5132230;469912;5132251;1469938;46,34000000;8,60000000;03/07/2013;07/05/2019;N;0;5132230;469912;450
1;Canton Ticino;1390;Bignasco (C.Ticino);;ND;99999999;ND;Bignasco ;ND;-9999;-9999;12;Radiazione Globale Bignasco (C.Ticino);30076;0;W/m²;10;450;5132230;469912;5132251;1469938;46,34000000;8,60000000;03/07/2013;07/05/2019;N;0;5132230;469912;450
1;Canton Ticino;1390;Bignasco (C.Ticino);;ND;99999999;ND;Bignasco ;ND;-9999;-9999;3;Temperatura Bignasco (C.Ticino);30004;0;°C;10;450;5132230;469912;5132251;1469938;46,34000000;8,60000000;03/07/2013;07/05/2019;N;0;5132230;469912;450
1;Canton Ticino;1391;Camedo dogana (C.Ticino);;ND;99999999;ND;Camedo dogana;ND;-9999;-9999;3;Temperatura Camedo dogana (C.Ticino);30005;0;°C;10;570;5111376;470338;5111397;1470364;46,15000000;8,61000000;19/06/2014;07/05/2019;N;0;5111376;470338;520
1;Canton Ticino;1391;Camedo dogana (C.Ticino);;ND;99999999;ND;Camedo dogana;ND;-9999;-9999;2;Precipitazione Camedo dogana (C.Ticino);30053;0;mm;10;570;5111376;470338;5111397;1470364;46,15000000;8,61000000;03/07/2013;07/05/2019;N;0;5111376;470338;520
1;Canton Ticino;1392;Campo Valle Maggia (C.Ticino);;ND;99999999;ND;Campo Valle Maggia;ND;-9999;-9999;2;Precipitazione Campo Valle Maggia (C.Ticino);30054;0;mm;10;1280;5126152;461272;5126174;1461300;46,28000000;8,49000000;03/07/2013;29/03/2018;N;0;5126153;461274;1280
1;Canton Ticino;1393;Canobbio (C.Ticino);;ND;99999999;ND;Canobbio;ND;-9999;-9999;2;Precipitazione Canobbio (C.Ticino);30055;0;mm;10;342;5097151;497006;5097172;1497034;46,02000000;8,96000000;03/07/2013;07/05/2019;N;0;5097151;497007;342
1;Canton Ticino;1393;Canobbio (C.Ticino);;ND;99999999;ND;Canobbio;ND;-9999;-9999;11;Umidita relativa Canobbio (C.Ticino);30031;0;%;10;342;5097151;497007;5097172;1497034;46,02000000;8,96000000;03/07/2013;07/05/2019;N;0;5097151;497007;342
1;Canton Ticino;1393;Canobbio (C.Ticino);;ND;99999999;ND;Canobbio;ND;-9999;-9999;3;Temperatura Canobbio (C.Ticino);30007;0;°C;10;342;5097151;497007;5097172;1497034;46,02000000;8,96000000;03/07/2013;07/05/2019;N;0;5097151;497007;342
1;Canton Ticino;1393;Canobbio (C.Ticino);;ND;99999999;ND;Canobbio;ND;-9999;-9999;5;Pressione Canobbio (C.Ticino);30104;0;hPa;10;342;5097151;497007;5097172;1497034;46,02000000;8,96000000;03/07/2013;07/05/2019;N;0;5097151;497007;342
1;Canton Ticino;1394;Carena (C.Ticino);;ND;99999999;ND;Carena;ND;-9999;-9999;3;Temperatura Carena (C.Ticino);30008;0;°C;10;960;5112664;506643;5112685;1506669;46,16000000;9,08000000;03/07/2013;07/05/2019;N;0;5112664;506643;960
1;Canton Ticino;1394;Carena (C.Ticino);;ND;99999999;ND;Carena;ND;-9999;-9999;2;Precipitazione Carena (C.Ticino);30056;0;mm;10;960;5112664;506643;5112685;1506669;46,16000000;9,08000000;03/07/2013;07/05/2019;N;0;5112664;506643;960
1;Canton Ticino;1395;Chiasso (C.Ticino);;ND;99999999;ND;Chiasso;ND;-9999;-9999;2;Precipitazione Chiasso (C.Ticino);30057;0;mm;10;240;5075643;501366;5075663;1501394;45,83000000;9,01000000;03/07/2013;07/05/2019;N;0;5075643;501367;240
1;Canton Ticino;1395;Chiasso (C.Ticino);;ND;99999999;ND;Chiasso;ND;-9999;-9999;11;Umidita relativa Chiasso (C.Ticino);30033;0;%;10;240;5075643;501367;5075663;1501394;45,83000000;9,01000000;03/07/2013;07/05/2019;N;0;5075643;501367;240
1;Canton Ticino;1395;Chiasso (C.Ticino);;ND;99999999;ND;Chiasso;ND;-9999;-9999;3;Temperatura Chiasso (C.Ticino);30009;0;°C;10;240;5075643;501367;5075663;1501394;45,83000000;9,01000000;03/07/2013;07/05/2019;N;0;5075643;501367;240
1;Canton Ticino;1396;Chironico (C.Ticino);;ND;99999999;ND;Chironico ;ND;-9999;-9999;3;Temperatura Chironico (C.Ticino);30010;0;°C;10;1460;5140290;485164;5140311;1485190;46,41000000;8,80000000;03/07/2013;07/05/2019;N;0;5140290;485164;1460
1;Canton Ticino;1396;Chironico (C.Ticino);;ND;99999999;ND;Chironico ;ND;-9999;-9999;2;Precipitazione Chironico (C.Ticino);30058;0;mm;10;1460;5140288;485162;5140311;1485190;46,41000000;8,80000000;03/07/2013;07/05/2019;N;0;5140290;485164;1460
1;Canton Ticino;1397;Colla (C.Ticino);;ND;99999999;ND;Colla ;ND;-9999;-9999;2;Precipitazione Colla (C.Ticino);30059;0;mm;10;1020;5104883;504257;5104904;1504285;46,09000000;9,05000000;03/07/2013;07/05/2019;N;0;5104883;504259;1020
1;Canton Ticino;1397;Colla (C.Ticino);;ND;99999999;ND;Colla ;ND;-9999;-9999;3;Temperatura Colla (C.Ticino);30011;0;°C;10;1020;5104883;504259;5104904;1504285;46,09000000;9,05000000;03/07/2013;07/05/2019;N;0;5104883;504259;1020
1;Canton Ticino;1398;Fusio paese (C.Ticino);;ND;99999999;ND;Fusio paese ;ND;-9999;-9999;2;Precipitazione Fusio paese (C.Ticino);30060;0;mm;10;1300;5143454;474124;5143475;1474150;46,44000000;8,66000000;03/07/2013;07/05/2019;N;0;5143454;474124;1300
1;Canton Ticino;1399;Gnosca (C.Ticino);;ND;99999999;ND;Gnosca;ND;-9999;-9999;2;Precipitazione Gnosca (C.Ticino);30061;0;mm;10;247;5120494;501511;5120515;1501537;46,23000000;9,01000000;03/07/2013;07/05/2019;N;0;5120494;501511;247
1;Canton Ticino;1400;Grancia (C.Ticino);;ND;99999999;ND;Grancia;ND;-9999;-9999;2;Precipitazione Grancia (C.Ticino);30062;0;mm;10;310;5091117;494315;5091138;1494342;45,97000000;8,92000000;03/07/2013;07/05/2019;N;0;5091117;494315;310
1;Canton Ticino;1400;Grancia (C.Ticino);;ND;99999999;ND;Grancia;ND;-9999;-9999;3;Temperatura Grancia (C.Ticino);30014;0;°C;10;310;5091117;494315;5091138;1494342;45,97000000;8,92000000;03/07/2013;07/05/2019;N;0;5091117;494315;310
1;Canton Ticino;1401;Isone (C.Ticino);;ND;99999999;ND;Isone;ND;-9999;-9999;3;Temperatura Isone (C.Ticino);30015;0;°C;10;810;5108897;499520;5108918;1499546;46,13000000;8,99000000;03/07/2013;07/05/2019;N;0;5108897;499520;810
1;Canton Ticino;1401;Isone (C.Ticino);;ND;99999999;ND;Isone;ND;-9999;-9999;2;Precipitazione Isone (C.Ticino);30063;0;mm;10;810;5108897;499520;5108918;1499546;46,13000000;8,99000000;03/07/2013;07/05/2019;N;0;5108897;499520;810
1;Canton Ticino;1402;Novaggio (C.Ticino);;ND;99999999;ND;Novaggio ;ND;-9999;-9999;2;Precipitazione Novaggio (C.Ticino);30064;0;mm;10;325;5094946;489024;5094967;1489051;46,00000000;8,85000000;03/07/2013;07/05/2019;N;0;5094946;489024;325
1;Canton Ticino;1402;Novaggio (C.Ticino);;ND;99999999;ND;Novaggio ;ND;-9999;-9999;3;Temperatura Novaggio (C.Ticino);30016;0;°C;10;325;5094946;489024;5094967;1489051;46,00000000;8,85000000;03/07/2013;07/05/2019;N;0;5094946;489024;325
1;Canton Ticino;1402;Novaggio (C.Ticino);;ND;99999999;ND;Novaggio ;ND;-9999;-9999;11;Umidita relativa Novaggio (C.Ticino);30040;0;%;10;325;5094946;489024;5094967;1489051;46,00000000;8,85000000;03/07/2013;07/05/2019;N;0;5094946;489024;325
1;Canton Ticino;1403;Olivone diga (C.Ticino);;ND;99999999;ND;Olivone diga ;ND;-9999;-9999;2;Precipitazione Olivone diga (C.Ticino);30065;0;mm;10;1617;5156826;496986;5156847;1497012;46,56000000;8,96000000;03/07/2013;07/05/2019;N;0;5156826;496986;1617
1;Canton Ticino;1404;Porlezza (C.Ticino);;ND;99999999;ND;Porlezza ;ND;-9999;-9999;167;Temperatura Acqua Porlezza (C.Ticino);30122;0;°C;10;275;5098720;510918;5098741;1510945;46,04199000;9,14107000;19/06/2014;07/05/2019;N;0;5098720;510918;275
1;Canton Ticino;1404;Porlezza (C.Ticino);;ND;99999999;ND;Porlezza ;ND;-9999;-9999;164;Portata Porlezza (C.Ticino);30124;0;m3/s;10;275;5098720;510918;5098741;1510945;46,04199000;9,14107000;19/06/2014;07/05/2019;N;0;5098720;510918;275
1;Canton Ticino;1404;Porlezza (C.Ticino);;ND;99999999;ND;Porlezza ;ND;-9999;-9999;1;Livello Porlezza (C.Ticino);30126;0;cm;10;275;5098720;510918;5098741;1510945;46,04199000;9,14107000;19/06/2014;07/05/2019;N;0;5098720;510918;275
1;Canton Ticino;1405;Ceresio (C.Ticino);;ND;99999999;ND;Ceresio ;ND;-9999;-9999;1;Livello Ceresio (C.Ticino);30127;0;cm;10;290;5082357;491377;5082377;1491404;45,89474000;8,88881000;03/07/2013;07/05/2019;N;0;5082357;491377;290
1;Canton Ticino;1405;Ceresio (C.Ticino);;ND;99999999;ND;Ceresio ;ND;-9999;-9999;164;Portata Ceresio (C.Ticino);30125;0;m3/s;10;290;5082357;491377;5082377;1491404;45,89474000;8,88881000;03/07/2013;07/05/2019;N;0;5082357;491377;290
1;Canton Ticino;1405;Ceresio (C.Ticino);;ND;99999999;ND;Ceresio ;ND;-9999;-9999;167;Temperatura Acqua Ceresio (C.Ticino);30123;0;°C;10;290;5082357;491377;5082377;1491404;45,89474000;8,88881000;03/07/2013;10/07/2013;N;0;5082357;491377;290
1;Canton Ticino;1406;Sonogno (C.Ticino);;ND;99999999;ND;Sonogno;ND;-9999;-9999;2;Precipitazione Sonogno (C.Ticino);30066;0;mm;10;911;5132784;483453;5132806;1483481;46,34000000;8,78000000;03/07/2013;07/05/2019;N;0;5132785;483455;911
1;Canton Ticino;1406;Sonogno (C.Ticino);;ND;99999999;ND;Sonogno;ND;-9999;-9999;3;Temperatura Sonogno (C.Ticino);30018;0;°C;10;911;5132785;483455;5132806;1483481;46,34000000;8,78000000;03/07/2013;07/05/2019;N;0;5132785;483455;911
1;Canton Ticino;1407;Biasca_A2 (C.Ticino);;ND;99999999;ND;Biasca_A2;ND;-9999;-9999;3;Temperatura Biasca_A2 (C.Ticino);30019;0;°C;10;293;5133749;496836;5133770;1496862;46,35000000;8,95000000;28/10/2011;07/05/2019;N;0;5133749;496836;293
1;Canton Ticino;1407;Biasca_A2 (C.Ticino);;ND;99999999;ND;Biasca_A2;ND;-9999;-9999;11;Umidita relativa Biasca_A2 (C.Ticino);30043;0;%;10;293;5133749;496836;5133770;1496862;46,35000000;8,95000000;28/10/2011;07/05/2019;N;0;5133749;496836;293
1;Canton Ticino;1407;Biasca_A2 (C.Ticino);;ND;99999999;ND;Biasca_A2;ND;-9999;-9999;2;Precipitazione Biasca_A2 (C.Ticino);30067;0;mm;10;293;5133748;496834;5133770;1496862;46,35000000;8,95000000;28/10/2011;07/05/2019;N;0;5133749;496836;293
1;Canton Ticino;1408;Giubiasco (C.Ticino);;ND;99999999;ND;Giubiasco ;ND;-9999;-9999;2;Precipitazione Giubiasco (C.Ticino);30068;0;mm;10;215;5113394;498560;5113415;1498586;46,17000000;8,98000000;01/05/2014;01/04/2019;N;0;5113394;498560;215
1;Canton Ticino;1409;Lodrino (C.Ticino);;ND;99999999;ND;Lodrino ;ND;-9999;-9999;2;Precipitazione Lodrino (C.Ticino);30069;0;mm;1440;275;5127164;499414;5127185;1499440;46,29000000;8,99000000;01/05/2013;01/06/2013;N;0;5127164;499414;275
1;Canton Ticino;1410;Maggia (C.Ticino);;ND;99999999;ND;Maggia ;ND;-9999;-9999;2;Precipitazione Maggia (C.Ticino);30070;0;mm;10;327;5121208;477211;5121229;1477237;46,24000000;8,70000000;01/05/2013;07/05/2019;N;0;5121208;477211;327
1;Canton Ticino;1411;Mendrisio (C.Ticino);;ND;99999999;ND;Mendrisio;ND;-9999;-9999;2;Precipitazione Mendrisio (C.Ticino);30071;0;mm;10;290;5081617;498007;5081638;1498034;45,88000000;8,97000000;01/05/2013;07/05/2019;N;0;5081617;498007;290
1;Canton Ticino;1412;Somazzo (C.Ticino);;ND;99999999;ND;Somazzo;ND;-9999;-9999;2;Precipitazione Somazzo (C.Ticino);30072;1;mm;10;574;5080498;499504;0;0;-9999;-9999;01/05/2013;01/01/2015;N;0;5080498;499504;574
1;Canton Ticino;1676;Gu08-Idrometro_Guisa_tombinato-VdAS_Milano_cimitero;15;MI;15146;Milano;Gu08;VdAS_Milano_cimitero;Guisa;-9999;1;Livello Idrometrico Gu08-Idrometro_Guisa_tombinato-VdAS_Milano_cimitero;32333;0;cm;10;-9999;5039166;508501;-9999;-9999;45,50598221;9,10882323;-9999;-9999;N;0;5039166;508501;-9999
1;Canton Ticino;1863;Lavertezzo (C.Ticino);;ND;99999999;ND;Lavertezzo;ND;-9999;-9999;3;Temperatura a Lavertezzo (C.Ticino);17439;0;°C;10;635;5123424;486757;-9999;-9999;-9999;-9999;08/02/2018;07/05/2019;N;0;5123424;486757;635
1;Canton Ticino;1863;Lavertezzo (C.Ticino);;ND;99999999;ND;Lavertezzo;ND;-9999;-9999;11;Umidità Relativa a Lavertezzo (C.Ticino);17440;0;%;10;635;5123424;486757;-9999;-9999;-9999;-9999;09/02/2018;07/05/2019;N;0;5123424;486757;635
1;Canton Ticino;1863;Lavertezzo (C.Ticino);;ND;99999999;ND;Lavertezzo;ND;-9999;-9999;2;Precipitazione a Lavertezzo (C.Ticino);17441;0;mm;10;635;5123424;486757;-9999;-9999;-9999;-9999;08/02/2018;07/05/2019;N;0;5123424;486757;635
2;Centro Geofisico Prealpino;1426;Varese CGP (CGP);12;VA;12133;Varese;sede CGP;Sede CGP v.Beato Angelico 1;-9999;-9999;2;Precipitazione  Varese CGP (CGP);3505;0;mm;10;410;5075652;486057;5075672;1486084;45,83361050;8,82083320;16/06/2014;07/05/2019;N;0;5075652;486057;410
2;Centro Geofisico Prealpino;1426;Varese CGP (CGP);12;VA;12133;Varese;sede CGP;Sede CGP v.Beato Angelico 1;-9999;-9999;4;Altezza Neve  Varese CGP (CGP);3506;0;cm;10;410;5075652;486057;5075672;1486084;45,83361050;8,82083320;16/06/2014;07/05/2019;N;0;5075652;486057;410
2;Centro Geofisico Prealpino;1426;Varese CGP (CGP);12;VA;12133;Varese;sede CGP;Sede CGP v.Beato Angelico 1;-9999;-9999;12;Radiazione Globale  Varese CGP (CGP);3507;0;W/m²;10;410;5075652;486057;5075672;1486084;45,83361050;8,82083320;16/06/2014;07/05/2019;N;0;5075652;486057;410
2;Centro Geofisico Prealpino;1426;Varese CGP (CGP);12;VA;12133;Varese;sede CGP;Sede CGP v.Beato Angelico 1;-9999;-9999;9;Velocità Vento Scalare Varese CGP (CGP);3508;0;m/s;10;410;5075652;486057;5075672;1486084;45,83361050;8,82083320;16/06/2014;07/05/2019;N;0;5075652;486057;410
2;Centro Geofisico Prealpino;1426;Varese CGP (CGP);12;VA;12133;Varese;sede CGP;Sede CGP v.Beato Angelico 1;-9999;-9999;10;Direzione Vento Scalare Varese CGP (CGP);3509;0;°;10;410;5075652;486057;5075672;1486084;45,83361050;8,82083320;16/06/2014;07/05/2019;N;0;5075652;486057;410
2;Centro Geofisico Prealpino;1426;Varese CGP (CGP);12;VA;12133;Varese;sede CGP;Sede CGP v.Beato Angelico 1;-9999;-9999;11;Umidità Relativa  Varese CGP (CGP);3503;0;%;10;410;5075652;486057;5075672;1486084;45,83361050;8,82083320;16/06/2014;07/05/2019;N;0;5075652;486057;410
2;Centro Geofisico Prealpino;1426;Varese CGP (CGP);12;VA;12133;Varese;sede CGP;Sede CGP v.Beato Angelico 1;-9999;-9999;5;Pressione Atmosferica  Varese CGP (CGP);3504;0;hPa;10;410;5075652;486057;5075672;1486084;45,83361050;8,82083320;16/06/2014;07/05/2019;N;0;5075652;486057;410
2;Centro Geofisico Prealpino;1426;Varese CGP (CGP);12;VA;12133;Varese;sede CGP;Sede CGP v.Beato Angelico 1;-9999;-9999;3;Temperatura  Varese CGP (CGP);3500;0;°C;10;410;5075652;486057;5075672;1486084;45,83361050;8,82083320;16/06/2014;07/05/2019;N;0;5075652;486057;410
2;Centro Geofisico Prealpino;1427;Varese giardini estensi (CGP);12;VA;12133;Varese;Giardini Estensi;Giardini di Palazzo Estense - v.Sacco 5;-9999;-9999;9;Velocità Vento Scalare Varese giardini estensi (CGP);3517;0;m/s;10;378;5073954;486291;5073974;1486318;45,81833270;8,82388880;16/06/2014;07/05/2019;N;0;5073954;486291;378
2;Centro Geofisico Prealpino;1427;Varese giardini estensi (CGP);12;VA;12133;Varese;Giardini Estensi;Giardini di Palazzo Estense - v.Sacco 5;-9999;-9999;10;Direzione Vento Scalare Varese giardini estensi (CGP);3518;0;°;10;378;5073954;486291;5073974;1486318;45,81833270;8,82388880;16/06/2014;07/05/2019;N;0;5073954;486291;378
2;Centro Geofisico Prealpino;1427;Varese giardini estensi (CGP);12;VA;12133;Varese;Giardini Estensi;Giardini di Palazzo Estense - v.Sacco 5;-9999;-9999;3;Temperatura Varese giardini estensi (CGP);3512;0;°C;10;378;5073954;486291;5073974;1486318;45,81833270;8,82388880;16/06/2014;07/05/2019;N;0;5073954;486291;378
2;Centro Geofisico Prealpino;1427;Varese giardini estensi (CGP);12;VA;12133;Varese;Giardini Estensi;Giardini di Palazzo Estense - v.Sacco 5;-9999;-9999;11;Umidità Relativa  Varese giardini estensi (CGP);3515;0;%;10;378;5073954;486291;5073974;1486318;45,81833270;8,82388880;16/06/2014;07/05/2019;N;0;5073954;486291;378
2;Centro Geofisico Prealpino;1427;Varese giardini estensi (CGP);12;VA;12133;Varese;Giardini Estensi;Giardini di Palazzo Estense - v.Sacco 5;-9999;-9999;2;Precipitazione  Varese giardini estensi (CGP);3516;0;mm;10;378;5073954;486291;5073974;1486318;45,81833270;8,82388880;16/06/2014;07/05/2019;N;0;5073954;486291;378
2;Centro Geofisico Prealpino;1428;Campo dei Fiori (CGP);12;VA;12133;Varese;Campo dei Fiori;Parco Regionale Campo dei Fiori;-9999;-9999;3;Temperatura  Campo dei Fiori (CGP);3521;0;°C;10;1226;5079458;482185;5079478;1482212;45,86777880;8,77083300;16/06/2014;07/05/2019;N;0;5079458;482185;1226
2;Centro Geofisico Prealpino;1428;Campo dei Fiori (CGP);12;VA;12133;Varese;Campo dei Fiori;Parco Regionale Campo dei Fiori;-9999;-9999;11;Umidità Relativa  Campo dei Fiori (CGP);3524;0;%;10;1226;5079458;482185;5079478;1482212;45,86777880;8,77083300;16/06/2014;07/05/2019;N;0;5079458;482185;1226
2;Centro Geofisico Prealpino;1428;Campo dei Fiori (CGP);12;VA;12133;Varese;Campo dei Fiori;Parco Regionale Campo dei Fiori;-9999;-9999;5;Pressione Atmosferica Campo dei Fiori (CGP);3525;0;hPa;10;1226;5079458;482185;5079478;1482212;45,86777880;8,77083300;16/06/2014;07/05/2019;N;0;5079458;482185;1226
2;Centro Geofisico Prealpino;1428;Campo dei Fiori (CGP);12;VA;12133;Varese;Campo dei Fiori;Parco Regionale Campo dei Fiori;-9999;-9999;12;Radiazione Globale  Campo dei Fiori (CGP);3526;0;W/m²;10;1226;5079458;482185;5079478;1482212;45,86777880;8,77083300;16/06/2014;07/05/2019;N;0;5079458;482185;1226
2;Centro Geofisico Prealpino;1428;Campo dei Fiori (CGP);12;VA;12133;Varese;Campo dei Fiori;Parco Regionale Campo dei Fiori;-9999;-9999;2;Precipitazione  Campo dei Fiori (CGP);3527;0;mm;10;1226;5079458;482185;5079478;1482212;45,86777880;8,77083300;16/06/2014;07/05/2019;N;0;5079458;482185;1226
2;Centro Geofisico Prealpino;1428;Campo dei Fiori (CGP);12;VA;12133;Varese;Campo dei Fiori;Parco Regionale Campo dei Fiori;-9999;-9999;4;Altezza Neve  Campo dei Fiori (CGP);3528;0;cm;10;1226;5079458;482185;5079478;1482212;45,86777880;8,77083300;16/06/2014;07/05/2019;N;0;5079458;482185;1226
